Key,Russian,English,Comments,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
work.priest,Священник,Priest,,Priest,Kněz,Sacerdote,Sacerdote,Kapłan,牧师,神父,司祭,사제,Priester,Ministre,Sacerdote,Rahip,Pap,Священник,Linhn mục
work.salesman,Продавец,Merchant,,Merchant,Kupec,Comerciante,Mercader,Kupiec,商人,商人,商人,상인,Händler,Commerçant·e,Mercante,Tacir,Kereskedő,Купець,Thương nhân
work.servant,Слуга,Servant,,Servant,Sluha,Servo,Sirviente,Sługa,仆人,僕人,召使い,시종,Diener,Domestique,Servitore,Hizmetçi,Szolgáló,Слуга,Người hầu
work.weaponsmith,Оружейник,Weaponsmith,,Weaponsmith,Výrobce zbraní,Armeiro,Herrero,Zbrojmistrz,武器匠,武器匠,武器鍛冶,무기공,Waffenschmied,Forgeron·ne,Armaiolo,Silah Ustası,Fegyverkovács,Зброяр,Người chế tạo vũ khí
work.woodcutter,Лесоруб,Lumberjack,,Lumberjack,Dřevorubec,Lenhador,Leñador,Drwal,伐木工,伐木工,木こり,벌목꾼,Holzfäller,Bûcheron·ne,Taglialegna,Oduncu,Favágó,Лісоруб,Người đốn củi
work.clerk,Клерк,Clerk,,Clerk,Úředník,Funcionário,Funcionario,Kancelista,文员,職員,官吏,사무관,Beamter,Fonctionnaire,Funzionario,Kâtip,Hivatalnok,Писар,Thư ký
work.gallows_inspector,Судья,Scaffold inspector,,Scaffold inspector,Inspektor popraviště,Inspetor de patíbulos,Inspector de patíbulos,Sędzia,行刑台检查员,行刑視察員,処刑台検査官,처형대 감독관,Schafott-Inspektor,Inspecteur·rice de l'échafaud,Ispettore del patibolo,Darağacı Müfettişi,Vesztőhely felügyelője,Інспектор ешафоту,Thanh tra giàn giáo
work.chancellery_inspector,Канцлер,Chancellor,,Chancellor,Kancléř,Chanceler,Canciller,Kanclerz,大臣,大臣,大臣,사무관,Kanzler,Chancelier·ère,Funzionario,Şansölye,Kancellár,Канцлер,Chánh văn phòng
work.trainer,Тренер,Trainer,,Trainer,Cvičitel,Treinador,Entrenador,Trener,训练师,教練,訓練教官,훈련관,Ausbilder,Instructeur·rice,Addestratore,Eğitmen,Kiképző,Тренер,Huấn luyện viên
social_class.dummy,крестьяне,Peasants,,Peasants,Rolníci,Camponeses,Campesinos,Chłopi,平民,庶民,農民,농민,Bauern,Paysannat,Popolani,Köylüler,Parasztok,Селяни,Nông dân
actor.loyalty_change_reason.happy,Хорошее настроение,Good mood,,Good mood,Dobrá nálada,Bom humor,Buen humor,Dobry nastrój,好心情,心情愉悅,良好なムード,기분 좋음,Gute Laune,Moral élevé,Morale alto,İyi ruh hâli,Jó hangulat,Гарний настрій,Tâm trạng tốt
actor.loyalty_change_reason.unhappy,Плохое настроение,Bad mood,,Bad mood,Špatná nálada,Mau humor,Mal humor,Zły nastrój,坏心情,心情不佳,悪いムード,기분 나쁨,Schlechte Laune,Moral bas,Morale basso,Kötü ruh hâli,Rossz hangulat,Поганий настрій,Tâm trạng xấu
actor.loyalty_change_reason.satisfied,Нормальное настроение,Normal mood,,Normal mood,Normální nálada,Humor neutro,Humor normal,Zwykły nastrój,正常心情,心情正常,普通のムード,기분 보통,Normale Laune,Moral normal,Morale normale,Normal ruh hâli,Rendes hangulat,Звичайний настрій,Tâm trạng bình thường
actor.loyalty_change_reason.gift,Получил награду,Received a reward,,Received a reward,Získává odměnu,Recebeu uma recompensa,Ha recibido una recompensa,Otrzymano nagrodę,收到奖赏,獲得賞賜,報酬を受け取った,보상받음,Belohnung erhalten,A reçu une récompense,Ha ricevuto una ricompensa,Ödüllendirildi,Jutalmat kapott,Отримує винагороду,Nhận được phần thưởng
actor.loyalty_change_reason.threat,Получил угрозы,Received threats,,Received threats,Získává výhružky,Recebeu ameaças,Ha recibido amenazas,Otrzymano groźby,收到威胁,遭人威脅,脅迫を受けた,위협받음,Drohungen erhalten,A reçu des menaces,Ha ricevuto delle minacce,Tehdit edildi,Fenyegetéseket kapott,Отримує погрози,Nhận đe dọa
actor.loyalty_change_reason.bribe,Получил подкуп,Received a bribe,,Received a bribe,Získává úplatek,Recebeu um suborno,Ha recibido un soborno,Otrzymano łapówkę,收到贿赂,受到賄賂,賄賂を受け取った,뇌물 받음,Wurde bestochen,A reçu un pot-de-vin,Ha ricevuto una tangente,Rüşvet aldı,Kenőpénzt kapott,Отримує хабар,Nhận hối lộ
actor.loyalty_change_reason.terror,Террор,Terror,,Terror,Teror,Terror,Terror,Terror,恐慌,恐怖,恐怖,공포,Terror,Terreur,Terrore,Dehşet,Terror,Терор,Khủng bố
actor.loyalty_change_reason.donate,Заставили отдать кольца,Forced to give up rings,,Forced to give up rings,Musí se vzdát prstenů,Forçado a entregar anéis,Obligado a dar anillos,Zmuszono do oddania pierścieni,被迫交出戒指,被迫捐出聖戒,指輪を諦めさせられた,강제로 신성 반지 포기,"Wurde gezwungen, Ringe abzugeben",Forcé·e de donner ses anneaux,Ha dovuto cedere gli anelli,Yüzükleri vermek zorunda kaldı,Kénytelen volt gyűrűktől megválni,Мусить віддати персні,Bị ép phải từ bỏ nhẫn
actor.loyalty_change_reason.bad_relation_to_king,Плохие отношения с королем,Bad relations with the king,,Bad relations with the king,Špatný vztah s králem,Má relação com o rei,Malas relaciones con el monarca,Złe stosunki z królem,与君王关系恶劣,與君王交惡,国王との不和,왕과 나쁜 관계,Schlechte Beziehungen zum König,Mauvaises relations avec le monarque,In pessimi rapporti con il monarca,Hükümdarla ilişkisi kötü,Rossz kapcsolat az uralkodóval,Погані взаємини з монархом,Quan hệ xấu với vua
actor.loyalty_change_reason.good_relation_to_king,Хорошие отношения с королем,Good relations with the king,,Good relations with the king,Dobrý vztah s králem,Boa relação com o rei,Buenas relaciones con el monarca,Dobre stosunki z królem,与君王关系良好,與君王交好,国王との関係良好,왕과 좋은 관계,Gute Beziehungen zum König,Bonnes relations avec le monarque,In ottimi rapporti con il monarca,Hükümdarla ilişkisi iyi,Jó kapcsolat az uralkodóval,Хороші взаємини з монархом,Quan hệ tốt với vua
actor.loyalty_change_reason.seduced,Соблазнили,Seduced,,Seduced,Svedení,Seduzido,Seducido,Uwiedziono,被诱惑,受到勾引,誘惑された,유혹됨,Verführt,Séduction,Vittima di seduzione,Ayartıldı,Elcsábítva,Спокушено,Bị quyến rũ
actor.loyalty_change_reason.seduce_task,Заставили соблазнить,Forced to seduce,,Forced to seduce,Vynucené svedení,Forçado a seduzir,Forzado a seducir,Zmuszono do uwiedzenia,被迫诱惑,被迫勾引別人,強制的に誘惑させた,강제로 유혹함,Zum Verführen gezwungen,Forcé·e de séduire,Ha dovuto sedurre qualcuno,Ayartmaya zorlandı,Kénytelen csábítani,Примушення до спокушання,Bị ép phải quyến rũ
actor.loyalty_change_reason.seduced_me,Меня соблазнили,I was seduced,,I was seduced,Svedli mě,Fui seduzido,Me han seducido,Uwiedziono mnie,我被诱惑,我被勾引了,誘惑された,유혹당함,Ich wurde verführt,Quelqu'un a essayé de me séduire,Mi hanno sedotto,Ayartıldım,Elcsábítottak,Мене було спокушено,Tôi đã bị quyến rũ
actor.loyalty_change_reason.bad_day,Плохой день,Bad day,,Bad day,Špatný den,Dia ruim,Mal día,Zły dzień,糟糕的一天,今天糟透了,最悪な日,운수 나쁜 날,Schlechter Tag,Mauvaise journée,Pessima giornata,Kötü gün,Rossz nap,Поганий день,Ngày xui xẻo
battle_squad.no_orders,Нет приказов,No orders,,No orders,Žádné rozkazy,Sem pedidos,Sin órdenes,Brak rozkazów,无命令,無命令,命令なし,명령 없음,Keine Befehle,Aucun ordre,Nessun ordine,Emir yok,Nincs parancs,Немає наказів,Không có lệnh
battle_squad.caption,Отряд {commander_name},Squad {commander_name},,Squad {commander_name},Četa {commander_name},Esquadrão de {commander_name},Escuadra de {commander_name},Oddział: {commander_name},{commander_name}部队,{commander_name}的部隊,{commander_name}部隊,{commander_name} 분대,Trupp {commander_name},Escouade {commander_name},Squadra {commander_name},{commander_name} Bölüğü,{commander_name} osztaga,Загін {commander_name},Đội quân {commander_name}
battle_squad.bandits_squad,Отряд бандитов,Bandits' squad,,Bandits' squad,Četa zbojníků,Esquadrão dos bandidos,Escuadra de bandidos,Oddział bandytów,强盗部队,劫匪的部隊,盗賊の部隊,도적 분대,Banditentrupp,Escouade de bandits,Squadra di fuorilegge,Haydut bölüğü,Banditaosztag,Загін розбійників,Đội quân cướp
battle_squad.average_mood,Среднее настроение,Average mood,,Average mood,Průměrná nálada,Média de humor,Humor medio,Przeciętny nastrój,心情平均值,平均心情,平均的なムード,평균 기분,Durchschnittliche Laune,Moral moyen,Morale medio,Ortalama ruh hâli,Átlagos hangulat.,Середній настрій,Tâm trạng trung bình
battle_squad.average_skill,Средний навык,Average skill,,Average skill,Průměrná schopnost,Habilidade média,Habilidad media,Przeciętne umiejętności,技能平均值,平均能力,平均スキル,평균 스킬,Durchschnittliche Fähigkeit,Combativité moyenne,Abilità media,Ortalama dövüş becerisi,Átlagos képesség,Посередня навичка,Kỹ năng trung bình
battle_squad.equipment,Экипировка,Equipment,,Equipment,Vybavení,Equipamento,Equipo,Wyposażenie,装备,裝備,装備,장비,Ausrüstung,Équipement,Equipaggiamento,Ekipman,Felszerelés,Спорядження,Thiết bị
battle_squad.on_legs,На ногах,Still standing,,Still standing,Stále na nohou,Ainda de pé,Sigue en pie,Wciąż na nogach,仍可行动,屹立不倒,静止,대기 중,Immer noch standhaft,Encore valides,Ancora in piedi,Hâlâ ayakta,Még áll,Ще на ногах,Vẫn đứng
knowledge.title,Знания,Knowledge,,Knowledge,Znalosti,Conhecimento,Conocimiento,Wiedza,知识,知識,知識,지식,Wissen,Savoir,Conoscenza,İrfan,Ismeretek,Знання,Kiến thức
knowledge.title_second,И их обладатели,And their owners,,And their owners,A jejich majitelé,E seus proprietários,Y sus propietarios,I jej posiadacze,及其主人,與知識持有人,および所持者,및 그 소유자,Und ihre Inhaber,Et ses détenteurs·rices,e rispettivi detentori,Ve sahipleri,És a tulajdonosaik,І їхні власники,Và các chủ sở hữu của chúng
knowledge.technology,Технологии,Technologies,,Technologies,Technologie,Tecnologias,Tecnologías,Technologie,技术,技術,技術,기술,Technologien,Technologies,Tecnologie,Teknoloji,Technológiák,Технології,Công nghệ
knowledge.dogmas,Догмы,Dogmas,,Dogmas,Dogmata,Dogmas,Dogmas,Dogmaty,教条,教義,教義,교리,Dogmen,Dogmes,Dogmi,Dogmalar,Dogmák,Догми,Giáo lý
knowledge.holders,ОБЛАДАТЕЛИ ЗНАНИЯ,KNOWLEDGE HOLDERS,,KNOWLEDGE HOLDERS,DRŽITELÉ ZNALOSTÍ,DETENTORES DE CONHECIMENTO,POSEEDORES DE CONOCIMIENTO,POSIADACZE WIEDZY,知识持有者,知識持有人,知識保有者,지식 보유자,WISSENSINHABER,EN POSSESSION DU SAVOIR,DETENTORI DI CONOSCENZA,İRFAN SAHİBİ,ISMERETEK LETÉTEMÉNYESEI,ВЛАСНИКИ ЗНАНЬ,NGƯỜI GIỮ KIẾN THỨC
knowledge.usual,Обычная Технология,Ordinary Technology,,Ordinary Technology,Obyčejná technologie,Tecnologia comum,Tecnología ordinaria,Zwykła technologia,普通技术,普通技術,一般技術,일반 기술,Gewöhnliche Technologie,Technologie ordinaire,Tecnologia comune,Sıradan Teknoloji,Mindennapi technológia,Звичайна технологія,Công nghệ bình thường
knowledge.advanced,Продвинутая технология,Advanced Technology,,Advanced Technology,Pokročilá technologie,Tecnologia avançada,Tecnología avanzada,Zaawansowana technologia,高级技术,高階技術,高度な技術,고급 기술,Fortschrittliche Technologie,Technologie avancée,Tecnologia avanzata,İleri Teknoloji,Haladó technológia,Передова технологія,Công nghệ tiên tiến
knowledge.ultra,Ультра Технология,Ultra Technology,,Ultra Technology,Ultra technologie,Tecnologia superior,Tecnología ultra,Ultratechnologia,超级技术,究極技術,超技術,최고급 기술,Ultra-Technologie,Technologie suprême,Tecnologia suprema,Ultra Teknoloji,Ultra technológia,Висока технологія,Công nghệ siêu việt
knowledge.study,Изучить,Learn,,Learn,Naučit se,Aprender,Aprender,Naucz się,学习,研讀,学ぶ,학습,Lernen,Apprendre,Studia,Öğren,Megtanulás,Вивчити,Học
knowledge.write,Написать,Write,,Write,Psát,Escrever,Escribir,Napisz,写作,撰寫,書く,집필,Schreiben,Écrire,Scrivi,Yaz,Leír,Написати,Viết
knowledge.rewrite,Переписать,Rewrite,,Rewrite,Přepsat,Reescrever,Reescribir,Przepisz,誊抄,重新撰寫,書き直す,필사,Kopie anfertigen,Copier,Riscrivi,Yeniden yaz,Lejegyzés,Переписати,Viết lại
knowledge.book.good_info,Изучается в меню знаний,Being studied in the knowledge menu,,Being studied in the knowledge menu,Studuje se v nabídce znalostí.,Sendo estudado no menu de conhecimento,Se estudia en el menú de conocimiento,Trwa badanie w menu wiedzy,在知识菜单中研究,於「知識」選單研讀,知識メニューで学習中,지식 메뉴에서 연구 중,Kann im Wissensmenü studiert werden,Doit être appris dans le menu Savoir,Studio nel menu della conoscenza,İrfan menüsünden öğrenilir.,Tanulmányozva az Ismeretek menüben,Вивчається в меню знань,Đang được nghiên cứu trong menu kiến thức
knowledge.book.need_level,"Для изучения рекомендуется {level} уровень <hint=hint_skill_knowledge>Интеллекта</hint> ","To study, at least level {level} <hint=hint_skill_knowledge>Intelligence</hint> is recommended.",,"To study, at least level {level} <hint=hint_skill_knowledge>Intelligence</hint> is recommended.",Ke studiu potřebuješ <hint=hint_skill_knowledge>znalosti</hint> na {level}. úrovni.,"Recomenda-se ter, no mínimo, o nível {level} de <hint=hint_skill_knowledge>Inteligência</hint> para estudar.","Para estudiar, necesitas nivel {level} de <hint=hint_skill_knowledge>Conocimiento</hint>.","Aby zgłębić wiedzę, potrzebujesz <hint=hint_skill_knowledge>wiedzy</hint> na poz. {level}.",<hint=hint_skill_knowledge>知识</hint>需达到 {level} 级才能进行研究,研讀需要 {level} 等級的<hint=hint_skill_knowledge>知識</hint>,研究するには、</hint>レベルの<hint=hint_skill_knowledge>知識{level}が必要です,연구하려면 <hint=hint_skill_knowledge>지식</hint> {level}레벨 필요,"Du benötigst <hint=hint_skill_knowledge>Wissen</hint> Stufe {level}, um studieren zu können.","Pour lire ce livre, l'<hint=hint_skill_knowledge>intelligence</hint> du personnage doit être de {level}.","Per studiare, devi raggiungere il livello {level} di <hint=hint_skill_knowledge>conoscenza</hint>",Öğrenebilmen için {level}. seviye <hint=hint_skill_knowledge>İrfan</hint> gerekiyor.,A tanuláshoz {level}. szintű <hint=hint_skill_knowledge>ismeret</hint> szükséges,Для навчання необхідний рівень {level} <hint=hint_skill_knowledge>«Знання»</hint>,"Để nghiên cứu, ít nhất cần cấp độ {level} <hint=hint_skill_knowledge>Trí thông minh</hint> được khuyến nghị."
